ensembl_gene_id,gene.x,gene_gencodeV33,chromosome,pLI,LOEUF,prior.dn.ptv,prior.dn.misb,prior.dn.misa,prior.in.ptv,prior.in.misb,prior.in.misa,prior.cc.ptv,prior.cc.misb,prior.cc.misa,gene.y,ensembl_transcript_id,mu_syn,mu_mis,mu_lof,hgnc_symbol
ENSG00000114455,HHLA2,HHLA2,3,1.73E-06,1.005,1.137915166,14.14714762,1.682544956,1.038131336,1.585667216,1.05,1.146270398,3.077927599,1.05,HHLA2,ENST00000357759,4.86E-06,1.10E-05,8.93E-07,HHLA2
ENSG00000114473,IQCG,IQCG,3,3.02E-21,1.713,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,IQCG,ENST00000265239,4.98E-06,1.21E-05,1.06E-06,IQCG
ENSG00000114480,GBE1,GBE1,3,1.15E-12,0.972,1.186846477,14.14714762,1.682544956,1.05208723,1.585667216,1.05,1.186816353,3.077927599,1.05,GBE1,ENST00000429644,9.14E-06,2.10E-05,1.79E-06,GBE1
ENSG00000114487,MORC1,MORC1,3,5.88E-06,0.505,3.659656508,14.14714762,1.682544956,1.370722049,1.585667216,1.05,2.16405282,3.077927599,1.05,MORC1,ENST00000232603,9.94E-06,2.38E-05,2.76E-06,MORC1
ENSG00000114491,UMPS,UMPS,3,0.0001051,0.931,1.265440489,14.14714762,1.682544956,1.071799148,1.585667216,1.05,1.244110874,3.077927599,1.05,UMPS,ENST00000232607,6.12E-06,1.46E-05,9.11E-07,UMPS
ENSG00000114503,NCBP2,NCBP2,3,0.39994,0.675,2.203316605,14.14714762,1.682544956,1.239821572,1.585667216,1.05,1.743775293,3.077927599,1.05,NCBP2,ENST00000321256,2.63E-06,6.48E-06,5.33E-07,NCBP2
ENSG00000114520,SNX4,SNX4,3,5.68E-08,0.799,1.627965824,14.14714762,1.682544956,1.150527891,1.585667216,1.05,1.474946423,3.077927599,1.05,SNX4,ENST00000251775,5.07E-06,1.25E-05,1.75E-06,SNX4
ENSG00000114529,C3orf52,C3orf52,3,8.62E-05,1.795,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,C3orf52,ENST00000431717,3.38E-06,6.93E-06,4.96E-07,C3orf52
ENSG00000114541,FRMD4B,FRMD4B,3,0.4539,0.349,6.285769634,14.14714762,1.682544956,1.471500922,1.585667216,1.05,2.551348658,3.077927599,1.05,FRMD4B,ENST00000398540,1.32E-05,3.03E-05,3.42E-06,FRMD4B
ENSG00000114544,SLC41A3,SLC41A3,3,2.07E-13,1.286,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,SLC41A3,ENST00000315891,6.86E-06,1.47E-05,1.24E-06,SLC41A3
ENSG00000114547,ROPN1B,ROPN1B,3,2.02E-05,1.457,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ROPN1B,ENST00000514116,3.34E-06,7.13E-06,5.90E-07,ROPN1B
ENSG00000114554,PLXNA1,PLXNA1,3,0.99951,0.262,8.52311314,14.14714762,1.682544956,1.511494406,1.585667216,1.05,2.75249836,3.077927599,1.05,PLXNA1,ENST00000393409,4.21E-05,8.41E-05,4.35E-06,PLXNA1
ENSG00000114573,ATP6V1A,ATP6V1A,3,0.86801,0.358,6.088219437,14.14714762,1.682544956,1.466673964,1.585667216,1.05,2.529847306,3.077927599,1.05,ATP6V1A,ENST00000273398,6.06E-06,1.76E-05,1.79E-06,ATP6V1A
ENSG00000114626,ABTB1,ABTB1,3,2.13E-05,0.756,1.79529525,14.14714762,1.682544956,1.180194995,1.585667216,1.05,1.563244535,3.077927599,1.05,ABTB1,ENST00000232744,9.56E-06,2.08E-05,1.49E-06,ABTB1
ENSG00000114631,PODXL2,PODXL2,3,0.99936,0.141,12.67322728,14.14714762,1.682544956,1.546446598,1.585667216,1.05,2.997816948,3.077927599,1.05,PODXL2,ENST00000342480,9.83E-06,1.99E-05,9.57E-07,PODXL2
ENSG00000114638,UPK1B,UPK1B,3,2.18E-08,1.356,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,UPK1B,ENST00000264234,2.98E-06,7.15E-06,7.09E-07,UPK1B
ENSG00000114646,CSPG5,CSPG5,3,0.056186,0.654,2.333103342,14.14714762,1.682544956,1.255860194,1.585667216,1.05,1.793191318,3.077927599,1.05,CSPG5,ENST00000383738,1.16E-05,2.13E-05,7.93E-07,CSPG5
ENSG00000114648,KLHL18,KLHL18,3,0.07816,0.509,3.612233243,14.14714762,1.682544956,1.367730859,1.585667216,1.05,2.153844807,3.077927599,1.05,KLHL18,ENST00000232766,9.94E-06,2.19E-05,1.14E-06,KLHL18
ENSG00000114650,SCAP,SCAP,3,2.91E-06,0.522,3.46354797,14.14714762,1.682544956,1.357930838,1.585667216,1.05,2.120686047,3.077927599,1.05,SCAP,ENST00000265565,2.22E-05,4.82E-05,2.60E-06,SCAP
ENSG00000114654,EFCC1,EFCC1,3,1.05E-07,1.182,1,14.14714762,1.682544956,1,1.585667216,1.05,1.001358897,3.077927599,1.05,EFCC1,ENST00000480450,1.58E-05,3.18E-05,1.19E-06,EFCC1
ENSG00000114656,KIAA1257,KIAA1257,3,1.17E-09,1.341,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,KIAA1257,ENST00000265068,6.04E-06,1.22E-05,8.74E-07,CFAP92
ENSG00000114670,NEK11,NEK11,3,1.04E-21,1.224,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,NEK11,ENST00000383366,6.82E-06,1.62E-05,1.93E-06,NEK11
ENSG00000114686,MRPL3,MRPL3,3,1.30E-12,1.38,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,MRPL3,ENST00000264995,4.40E-06,1.01E-05,1.01E-06,MRPL3
ENSG00000114698,PLSCR4,PLSCR4,3,1.90E-06,1.153,1,14.14714762,1.682544956,1,1.585667216,1.05,1.017804704,3.077927599,1.05,PLSCR4,ENST00000354952,3.08E-06,9.07E-06,7.47E-07,PLSCR4
ENSG00000114735,HEMK1,HEMK1,3,3.39E-08,1.033,1.100877817,14.14714762,1.682544956,1.02756765,1.585667216,1.05,1.115580085,3.077927599,1.05,HEMK1,ENST00000232854,3.95E-06,1.07E-05,1.09E-06,HEMK1
ENSG00000114737,CISH,CISH,3,0.00053852,1.343,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CISH,ENST00000443053,4.19E-06,1.08E-05,5.93E-07,CISH
ENSG00000114738,MAPKAPK3,MAPKAPK3,3,3.72E-09,1.115,1.013674434,14.14714762,1.682544956,1.002695142,1.585667216,1.05,1.043320348,3.077927599,1.05,MAPKAPK3,ENST00000446044,5.68E-06,1.25E-05,1.15E-06,MAPKAPK3
ENSG00000114739,ACVR2B,ACVR2B,3,0.83412,0.377,5.690880099,14.14714762,1.682544956,1.456071011,1.585667216,1.05,2.484082401,3.077927599,1.05,ACVR2B,ENST00000352511,9.47E-06,1.94E-05,1.42E-06,ACVR2B
ENSG00000114742,WDR48,WDR48,3,0.99985,0.215,9.994648191,14.14714762,1.682544956,1.527890711,1.585667216,1.05,2.854581303,3.077927599,1.05,WDR48,ENST00000302313,6.78E-06,1.76E-05,2.24E-06,WDR48
ENSG00000114744,COMMD2,COMMD2,3,2.54E-09,1.819,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,COMMD2,ENST00000473414,2.82E-06,5.77E-06,4.75E-07,COMMD2
ENSG00000114745,GORASP1,GORASP1,3,0.019543,0.675,2.203316605,14.14714762,1.682544956,1.239821572,1.585667216,1.05,1.743775293,3.077927599,1.05,GORASP1,ENST00000319283,6.43E-06,1.32E-05,8.43E-07,GORASP1
ENSG00000114757,PEX5L,PEX5L,3,0.0079927,0.49,3.844881187,14.14714762,1.682544956,1.381820231,1.585667216,1.05,2.202323573,3.077927599,1.05,PEX5L,ENST00000467460,8.06E-06,1.74E-05,1.69E-06,PEX5L
ENSG00000114767,RRP9,RRP9,3,0.28533,0.439,4.572754777,14.14714762,1.682544956,1.417640782,1.585667216,1.05,2.33140068,3.077927599,1.05,RRP9,ENST00000232888,8.02E-06,1.86E-05,1.47E-06,RRP9
ENSG00000114770,ABCC5,ABCC5,3,0.0041518,0.387,5.49230377,14.14714762,1.682544956,1.450267311,1.585667216,1.05,2.459797647,3.077927599,1.05,ABCC5,ENST00000334444,2.00E-05,4.49E-05,3.88E-06,ABCC5
ENSG00000114771,AADAC,AADAC,3,0.0029108,0.944,1.239048922,14.14714762,1.682544956,1.065271682,1.585667216,1.05,1.225128902,3.077927599,1.05,AADAC,ENST00000232892,4.31E-06,1.03E-05,7.20E-07,AADAC
ENSG00000114779,ABHD14B,ABHD14B,3,0.00014378,1.695,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ABHD14B,ENST00000483233,2.91E-06,6.36E-06,3.60E-07,ABHD14B
ENSG00000114784,EIF1B,EIF1B,3,0.50271,0.779,1.702113432,14.14714762,1.682544956,1.164123798,1.585667216,1.05,1.515303486,3.077927599,1.05,EIF1B,ENST00000232905,1.41E-06,3.04E-06,2.69E-07,EIF1B
ENSG00000114786,ABHD14A-ACY1,ABHD14A-ACY1,3,1.77E-10,1.049,1.08145542,14.14714762,1.682544956,1.022028,1.585667216,1.05,1.099486054,3.077927599,1.05,ABHD14A-ACY1,ENST00000463937,7.53E-06,1.77E-05,1.19E-06,ABHD14A-ACY1
ENSG00000114790,ARHGEF26,ARHGEF26,3,1.86E-14,0.99,1.159425107,14.14714762,1.682544956,1.044266291,1.585667216,1.05,1.16409419,3.077927599,1.05,ARHGEF26,ENST00000356448,1.45E-05,2.94E-05,2.33E-06,ARHGEF26
ENSG00000114796,KLHL24,KLHL24,3,0.0016745,0.65,2.359113002,14.14714762,1.682544956,1.258934001,1.585667216,1.05,1.80271045,3.077927599,1.05,KLHL24,ENST00000454652,6.36E-06,1.78E-05,1.19E-06,KLHL24
ENSG00000114805,PLCH1,PLCH1,3,0.39649,0.338,6.53552909,14.14714762,1.682544956,1.47722835,1.585667216,1.05,2.577468513,3.077927599,1.05,PLCH1,ENST00000340059,1.78E-05,4.60E-05,4.08E-06,PLCH1
ENSG00000114812,VIPR1,VIPR1,3,7.44E-27,1.73,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,VIPR1,ENST00000325123,8.33E-06,1.70E-05,1.33E-06,VIPR1
ENSG00000114841,DNAH1,DNAH1,3,1.50E-26,0.478,4.001898694,14.14714762,1.682544956,1.390543127,1.585667216,1.05,2.232891989,3.077927599,1.05,DNAH1,ENST00000420323,6.65E-05,0.000146423,1.06E-05,DNAH1
ENSG00000114850,SSR3,SSR3,3,0.74736,0.534,3.333354346,14.14714762,1.682544956,1.348793267,1.585667216,1.05,2.090129333,3.077927599,1.05,SSR3,ENST00000265044,2.37E-06,5.26E-06,5.26E-07,SSR3
ENSG00000114853,ZBTB47,ZBTB47,3,0.99983,0.12,13.48787612,14.14714762,1.682544956,1.550424082,1.585667216,1.05,3.031461673,3.077927599,1.05,ZBTB47,ENST00000232974,1.47E-05,3.02E-05,1.31E-06,ZBTB47
ENSG00000114854,TNNC1,TNNC1,3,0.67833,0.594,2.771726443,14.14714762,1.682544956,1.302354965,1.585667216,1.05,1.939109932,3.077927599,1.05,TNNC1,ENST00000232975,3.17E-06,5.90E-06,3.49E-07,TNNC1
ENSG00000114857,NKTR,NKTR,3,0.94032,0.308,7.264327699,14.14714762,1.682544956,1.491873819,1.585667216,1.05,2.647762071,3.077927599,1.05,NKTR,ENST00000232978,1.42E-05,3.89E-05,4.28E-06,NKTR
ENSG00000114859,CLCN2,CLCN2,3,5.55E-12,0.769,1.74154478,14.14714762,1.682544956,1.171056435,1.585667216,1.05,1.535951159,3.077927599,1.05,CLCN2,ENST00000265593,1.36E-05,3.41E-05,2.42E-06,CLCN2
ENSG00000114861,FOXP1,FOXP1,3,0.99998,0.175,11.39450501,14.14714762,1.682544956,1.538934906,1.585667216,1.05,2.935659977,3.077927599,1.05,FOXP1,ENST00000491238,9.46E-06,2.00E-05,2.27E-06,FOXP1
ENSG00000114867,EIF4G1,EIF4G1,3,1,0.074,15.33738411,14.14714762,1.682544956,1.557000436,1.585667216,1.05,3.086966691,3.077927599,1.05,EIF4G1,ENST00000424196,2.24E-05,5.62E-05,5.02E-06,EIF4G1
ENSG00000114902,SPCS1,SPCS1,3,0.013927,1.128,1.002503277,14.14714762,1.682544956,1,1.585667216,1.05,1.034063499,3.077927599,1.05,SPCS1,ENST00000233025,4.09E-06,7.11E-06,3.62E-07,SPCS1
ENSG00000114904,NEK4,NEK4,3,8.69E-27,1.154,1,14.14714762,1.682544956,1,1.585667216,1.05,1.017195321,3.077927599,1.05,NEK4,ENST00000233027,8.62E-06,2.31E-05,2.71E-06,NEK4
ENSG00000114923,SLC4A3,SLC4A3,2,1.23E-05,0.527,3.408500765,14.14714762,1.682544956,1.354133107,1.585667216,1.05,2.107946141,3.077927599,1.05,SLC4A3,ENST00000373762,2.26E-05,4.88E-05,2.80E-06,SLC4A3
ENSG00000114933,INO80D,INO80D,2,0.99962,0.228,9.568550102,14.14714762,1.682544956,1.523729179,1.585667216,1.05,2.826955059,3.077927599,1.05,INO80D,ENST00000403263,1.26E-05,3.03E-05,2.25E-06,INO80D
ENSG00000114942,EEF1B2,EEF1B2,2,0.066287,0.753,1.808113058,14.14714762,1.682544956,1.182323344,1.585667216,1.05,1.569613893,3.077927599,1.05,EEF1B2,ENST00000392222,3.21E-06,6.53E-06,5.10E-07,EEF1B2
ENSG00000114948,ADAM23,ADAM23,2,0.99709,0.275,8.149523753,14.14714762,1.682544956,1.506303344,1.585667216,1.05,2.723316101,3.077927599,1.05,ADAM23,ENST00000264377,1.16E-05,2.66E-05,2.58E-06,ADAM23
ENSG00000114956,DGUOK,DGUOK,2,3.71E-07,1.192,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,DGUOK,ENST00000264093,3.71E-06,8.43E-06,9.08E-07,DGUOK
ENSG00000114978,MOB1A,MOB1A,2,0.95091,0.315,7.087932498,14.14714762,1.682544956,1.488585273,1.585667216,1.05,2.63148889,3.077927599,1.05,MOB1A,ENST00000396049,1.74E-06,5.24E-06,4.45E-07,MOB1A
ENSG00000114982,KANSL3,KANSL3,2,0.99998,0.16,11.95071674,14.14714762,1.682544956,1.542433199,1.585667216,1.05,2.964055205,3.077927599,1.05,KANSL3,ENST00000431828,9.76E-06,2.68E-05,1.96E-06,KANSL3
ENSG00000114988,LMAN2L,LMAN2L,2,1.96E-11,1.295,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,LMAN2L,ENST00000377079,5.09E-06,1.23E-05,1.17E-06,LMAN2L
ENSG00000114993,RTKN,RTKN,2,2.70E-06,0.755,1.799550284,14.14714762,1.682544956,1.180903652,1.585667216,1.05,1.565364736,3.077927599,1.05,RTKN,ENST00000272430,7.42E-06,2.04E-05,1.58E-06,RTKN
ENSG00000114999,TTL,TTL,2,0.35695,0.52,3.485893874,14.14714762,1.682544956,1.359445767,1.585667216,1.05,2.12578459,3.077927599,1.05,TTL,ENST00000233336,5.18E-06,1.14E-05,8.86E-07,TTL
ENSG00000115008,IL1A,IL1A,2,0.0001602,1.309,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,IL1A,ENST00000263339,3.12E-06,6.81E-06,5.55E-07,IL1A
ENSG00000115009,CCL20,CCL20,2,0.00024242,1.875,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CCL20,ENST00000358813,1.05E-06,2.96E-06,2.32E-07,CCL20
ENSG00000115020,PIKFYVE,PIKFYVE,2,1.11E-06,0.389,5.453448876,14.14714762,1.682544956,1.44908821,1.585667216,1.05,2.454924618,3.077927599,1.05,PIKFYVE,ENST00000264380,2.11E-05,5.61E-05,6.57E-06,PIKFYVE
ENSG00000115041,KCNIP3,KCNIP3,2,0.037604,0.703,2.046726997,14.14714762,1.682544956,1.218753981,1.585667216,1.05,1.679458262,3.077927599,1.05,KCNIP3,ENST00000295225,4.74E-06,8.92E-06,6.43E-07,KCNIP3
ENSG00000115042,FAHD2A,FAHD2A,2,1.35E-06,1.199,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,FAHD2A,ENST00000233379,4.12E-06,9.43E-06,7.81E-07,FAHD2A
ENSG00000115053,NCL,NCL,2,0.99992,0.177,11.32151099,14.14714762,1.682544956,1.538443527,1.585667216,1.05,2.931777151,3.077927599,1.05,NCL,ENST00000322723,8.86E-06,1.90E-05,2.05E-06,NCL
ENSG00000115073,ACTR1B,ACTR1B,2,0.0010746,0.684,2.151015392,14.14714762,1.682544956,1.233006275,1.585667216,1.05,1.722898658,3.077927599,1.05,ACTR1B,ENST00000289228,7.66E-06,1.61E-05,1.42E-06,ACTR1B
ENSG00000115084,SLC35F5,SLC35F5,2,3.50E-08,0.832,1.518242443,14.14714762,1.682544956,1.128947994,1.585667216,1.05,1.411230751,3.077927599,1.05,SLC35F5,ENST00000245680,5.07E-06,1.36E-05,1.62E-06,SLC35F5
ENSG00000115085,ZAP70,ZAP70,2,0.87696,0.364,5.959875015,14.14714762,1.682544956,1.463385976,1.585667216,1.05,2.515449303,3.077927599,1.05,ZAP70,ENST00000264972,1.50E-05,2.86E-05,1.57E-06,ZAP70
ENSG00000115091,ACTR3,ACTR3,2,0.99986,0.118,13.56635305,14.14714762,1.682544956,1.550775834,1.585667216,1.05,3.034435582,3.077927599,1.05,ACTR3,ENST00000263238,4.33E-06,1.20E-05,1.26E-06,ACTR3
ENSG00000115107,STEAP3,STEAP3,2,5.32E-09,1.344,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,STEAP3,ENST00000393110,1.00E-05,2.02E-05,7.15E-07,STEAP3
ENSG00000115109,EPB41L5,EPB41L5,2,0.020795,0.426,4.785237832,14.14714762,1.682544956,1.426179617,1.585667216,1.05,2.363827366,3.077927599,1.05,EPB41L5,ENST00000263713,7.60E-06,1.97E-05,2.71E-06,EPB41L5
ENSG00000115112,TFCP2L1,TFCP2L1,2,0.99996,0.143,12.59648041,14.14714762,1.682544956,1.546042741,1.585667216,1.05,2.994399454,3.077927599,1.05,TFCP2L1,ENST00000263707,8.61E-06,1.75E-05,1.76E-06,TFCP2L1
ENSG00000115128,SF3B14,SF3B6,2,0.58902,0.679,2.179833838,14.14714762,1.682544956,1.236787824,1.585667216,1.05,1.7344737,3.077927599,1.05,SF3B14,ENST00000233468,1.49E-06,3.53E-06,4.53E-07,SF3B6
ENSG00000115129,TP53I3,TP53I3,2,5.95E-11,1.656,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,TP53I3,ENST00000238721,4.98E-06,1.01E-05,7.10E-07,TP53I3
ENSG00000115137,DNAJC27,DNAJC27,2,0.0012809,0.894,1.348328409,14.14714762,1.682544956,1.091691214,1.585667216,1.05,1.302062695,3.077927599,1.05,DNAJC27,ENST00000264711,3.21E-06,8.65E-06,7.42E-07,DNAJC27
ENSG00000115138,POMC,POMC,2,0.00011658,1.384,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,POMC,ENST00000405623,7.53E-06,1.38E-05,5.37E-07,POMC
ENSG00000115145,STAM2,STAM2,2,1.04E-05,0.733,1.897727461,14.14714762,1.682544956,1.196687943,1.585667216,1.05,1.612734479,3.077927599,1.05,STAM2,ENST00000263904,5.18E-06,1.27E-05,1.20E-06,STAM2
ENSG00000115155,OTOF,OTOF,2,5.38E-39,0.875,1.395908048,14.14714762,1.682544956,1.102614736,1.585667216,1.05,1.333974577,3.077927599,1.05,OTOF,ENST00000272371,3.60E-05,7.84E-05,5.16E-06,OTOF
ENSG00000115159,GPD2,GPD2,2,8.13E-11,0.86,1.436156331,14.14714762,1.682544956,1.111555623,1.585667216,1.05,1.360150184,3.077927599,1.05,GPD2,ENST00000310454,7.45E-06,2.06E-05,1.66E-06,GPD2
ENSG00000115163,CENPA,CENPA,2,0.011536,1.19,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CENPA,ENST00000335756,2.24E-06,6.20E-06,5.33E-07,CENPA
ENSG00000115165,CYTIP,CYTIP,2,0.0021191,0.708,2.020604304,14.14714762,1.682544956,1.215036933,1.585667216,1.05,1.668174834,3.077927599,1.05,CYTIP,ENST00000264192,4.54E-06,1.09E-05,1.13E-06,CYTIP
ENSG00000115170,ACVR1,ACVR1,2,0.3254,0.454,4.34161506,14.14714762,1.682544956,1.40747392,1.585667216,1.05,2.293717279,3.077927599,1.05,ACVR1,ENST00000263640,6.60E-06,1.51E-05,1.29E-06,ACVR1
ENSG00000115183,TANC1,TANC1,2,2.16E-05,0.429,4.735191229,14.14714762,1.682544956,1.42423162,1.585667216,1.05,2.356363477,3.077927599,1.05,TANC1,ENST00000263635,2.74E-05,5.59E-05,3.87E-06,TANC1
ENSG00000115194,SLC30A3,SLC30A3,2,0.5421,0.509,3.612233243,14.14714762,1.682544956,1.367730859,1.585667216,1.05,2.153844807,3.077927599,1.05,SLC30A3,ENST00000233535,6.87E-06,1.50E-05,7.72E-07,SLC30A3
ENSG00000115204,MPV17,MPV17,2,9.66E-11,1.792,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,MPV17,ENST00000380044,2.17E-06,5.33E-06,5.30E-07,MPV17
ENSG00000115207,GTF3C2,GTF3C2,2,0.9944,0.285,7.871808714,14.14714762,1.682544956,1.502119358,1.585667216,1.05,2.700634356,3.077927599,1.05,GTF3C2,ENST00000359541,1.03E-05,2.72E-05,3.51E-06,GTF3C2
ENSG00000115211,EIF2B4,EIF2B4,2,0.96117,0.33,6.722994117,14.14714762,1.682544956,1.481273973,1.585667216,1.05,2.596351356,3.077927599,1.05,EIF2B4,ENST00000451130,6.65E-06,1.84E-05,1.72E-06,EIF2B4
ENSG00000115216,NRBP1,NRBP1,2,0.99998,0.135,12.90431034,14.14714762,1.682544956,1.547633199,1.585667216,1.05,3.00785689,3.077927599,1.05,NRBP1,ENST00000233557,6.19E-06,1.48E-05,1.71E-06,NRBP1
ENSG00000115221,ITGB6,ITGB6,2,1.63E-22,1.234,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ITGB6,ENST00000283249,1.01E-05,2.21E-05,1.77E-06,ITGB6
ENSG00000115226,FNDC4,FNDC4,2,0.88104,0.419,4.904393656,14.14714762,1.682544956,1.430672325,1.585667216,1.05,2.381198175,3.077927599,1.05,FNDC4,ENST00000264703,3.44E-06,8.81E-06,6.13E-07,FNDC4
ENSG00000115232,ITGA4,ITGA4,2,0.00010067,0.474,4.056075537,14.14714762,1.682544956,1.39341568,1.585667216,1.05,2.243064017,3.077927599,1.05,ITGA4,ENST00000397033,1.29E-05,2.90E-05,2.73E-06,ITGA4
ENSG00000115233,PSMD14,PSMD14,2,0.97662,0.298,7.523151156,14.14714762,1.682544956,1.49643434,1.585667216,1.05,2.670865631,3.077927599,1.05,PSMD14,ENST00000409682,2.90E-06,7.87E-06,7.35E-07,PSMD14
ENSG00000115234,SNX17,SNX17,2,0.0022034,0.579,2.899330856,14.14714762,1.682544956,1.314028499,1.585667216,1.05,1.97649276,3.077927599,1.05,SNX17,ENST00000233575,6.56E-06,1.74E-05,1.38E-06,SNX17
ENSG00000115239,GPR75-ASB3,ASB3,2,1.44E-07,0.899,1.336402286,14.14714762,1.682544956,1.088894106,1.585667216,1.05,1.29390225,3.077927599,1.05,GPR75-ASB3,ENST00000352846,6.72E-06,1.57E-05,1.22E-06,ASB3
ENSG00000115241,PPM1G,PPM1G,2,0.9604,0.33,6.722994117,14.14714762,1.682544956,1.481273973,1.585667216,1.05,2.596351356,3.077927599,1.05,PPM1G,ENST00000344034,7.11E-06,1.60E-05,1.55E-06,PPM1G
ENSG00000115252,PDE1A,PDE1A,2,0.013549,0.528,3.397629728,14.14714762,1.682544956,1.353371857,1.585667216,1.05,2.105399414,3.077927599,1.05,PDE1A,ENST00000435564,5.38E-06,1.45E-05,1.43E-06,PDE1A
ENSG00000115255,REEP6,REEP6,19,1.69E-05,1.495,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,REEP6,ENST00000233596,5.10E-06,8.13E-06,6.42E-07,REEP6
ENSG00000115257,PCSK4,PCSK4,19,1.34E-12,0.964,1.200891328,14.14714762,1.682544956,1.055728701,1.585667216,1.05,1.197396062,3.077927599,1.05,PCSK4,ENST00000300954,2.00E-05,3.75E-05,2.30E-06,PCSK4
ENSG00000115263,GCG,GCG,2,0.034814,0.88,1.383029709,14.14714762,1.682544956,1.099695743,1.585667216,1.05,1.32544004,3.077927599,1.05,GCG,ENST00000418842,1.84E-06,5.37E-06,5.61E-07,GCG
ENSG00000115266,APC2,APC2,19,0.99994,0.225,9.66558655,14.14714762,1.682544956,1.524714897,1.585667216,1.05,2.833376469,3.077927599,1.05,APC2,ENST00000535453,7.09E-05,0.000129455,4.31E-06,APC2
ENSG00000115267,IFIH1,IFIH1,2,6.98E-44,1.548,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,IFIH1,ENST00000263642,1.02E-05,2.64E-05,2.28E-06,IFIH1
ENSG00000115268,RPS15,RPS15,19,0.83284,0.508,3.624013546,14.14714762,1.682544956,1.368479802,1.585667216,1.05,2.156396717,3.077927599,1.05,RPS15,ENST00000586686,3.07E-06,7.55E-06,2.70E-07,RPS15
ENSG00000115271,GCA,GCA,2,0.00013787,1.074,1.053515819,14.14714762,1.682544956,1.014058999,1.585667216,1.05,1.076334355,3.077927599,1.05,GCA,ENST00000437150,2.27E-06,5.89E-06,7.76E-07,GCA
ENSG00000115274,INO80B,INO80B,2,0.75864,0.469,4.1251352,14.14714762,1.682544956,1.396979504,1.585667216,1.05,2.255762749,3.077927599,1.05,INO80B,ENST00000233331,6.44E-06,1.59E-05,6.93E-07,INO80B
ENSG00000115275,MOGS,MOGS,2,5.81E-11,0.957,1.213925767,14.14714762,1.682544956,1.0589983,1.585667216,1.05,1.206896156,3.077927599,1.05,MOGS,ENST00000233616,1.32E-05,3.18E-05,1.86E-06,MOGS
ENSG00000115282,TTC31,TTC31,2,2.29E-16,1.312,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,TTC31,ENST00000233623,5.91E-06,1.63E-05,1.74E-06,TTC31
ENSG00000115286,NDUFS7,NDUFS7,19,0.9142,0.386,5.511838315,14.14714762,1.682544956,1.450854571,1.585667216,1.05,2.462232161,3.077927599,1.05,NDUFS7,ENST00000233627,5.15E-06,1.13E-05,7.07E-07,NDUFS7
ENSG00000115289,PCGF1,PCGF1,2,0.99713,0.174,11.43111059,14.14714762,1.682544956,1.539178322,1.585667216,1.05,2.9375934,3.077927599,1.05,PCGF1,ENST00000233630,3.57E-06,9.29E-06,9.13E-07,PCGF1
ENSG00000115290,GRB14,GRB14,2,0.053089,0.496,3.769361779,14.14714762,1.682544956,1.377404859,1.585667216,1.05,2.187019576,3.077927599,1.05,GRB14,ENST00000263915,7.80E-06,1.62E-05,1.51E-06,GRB14
ENSG00000115295,CLIP4,CLIP4,2,5.90E-08,0.796,1.638701659,14.14714762,1.682544956,1.152543523,1.585667216,1.05,1.4809185,3.077927599,1.05,CLIP4,ENST00000320081,7.55E-06,1.86E-05,1.54E-06,CLIP4
ENSG00000115297,TLX2,TLX2,2,0.2548,0.829,1.527611578,14.14714762,1.682544956,1.130863136,1.585667216,1.05,1.416869551,3.077927599,1.05,TLX2,ENST00000233638,9.08E-06,1.67E-05,4.76E-07,TLX2
